"user","datetime","stage_duration","stage"
"AOYM4KG","2023-08-11 00:12:30.000",24,"awake"
"AOYM4KG","2023-08-11 00:16:30.000",276,"asleep"
"AOYM4KG","2023-08-11 01:02:30.000",6,"restless"
"AOYM4KG","2023-08-11 01:03:30.000",396,"asleep"
"AOYM4KG","2023-08-11 02:09:30.000",6,"restless"
"AOYM4KG","2023-08-11 02:10:30.000",42,"asleep"
"AOYM4KG","2023-08-11 02:17:30.000",6,"restless"
"AOYM4KG","2023-08-11 02:18:30.000",6,"asleep"
"AOYM4KG","2023-08-11 02:19:30.000",12,"restless"
"AOYM4KG","2023-08-11 02:21:30.000",6,"awake"
"AOYM4KG","2023-08-11 02:22:30.000",6,"restless"
"AOYM4KG","2023-08-11 02:23:30.000",6,"awake"
"AOYM4KG","2023-08-11 02:24:30.000",186,"asleep"
"AOYM4KG","2023-08-11 02:55:30.000",6,"restless"
"AOYM4KG","2023-08-11 02:56:30.000",18,"asleep"
"AOYM4KG","2023-08-11 02:59:30.000",6,"restless"
"AOYM4KG","2023-08-11 03:00:30.000",168,"asleep"
"AOYM4KG","2023-08-11 03:28:30.000",6,"restless"
"AOYM4KG","2023-08-11 03:29:30.000",162,"asleep"
"AOYM4KG","2023-08-11 19:56:30.000",6,"awake"
"AOYM4KG","2023-08-11 19:57:30.000",6,"restless"
"AOYM4KG","2023-08-11 19:58:30.000",426,"asleep"
"AOYM4KG","2023-08-11 21:09:30.000",18,"restless"
"AOYM4KG","2023-08-11 21:12:30.000",48,"asleep"
"AOYM4KG","2023-08-11 21:20:30.000",6,"restless"
"AOYM4KG","2023-08-11 21:21:30.000",6,"asleep"
"AOYM4KG","2023-08-11 21:22:30.000",24,"restless"
"AOYM4KG","2023-08-11 21:26:30.000",6,"awake"
"AOYM4KG","2023-08-11 21:27:30.000",12,"restless"
"AOYM4KG","2023-08-11 21:29:30.000",6,"awake"
"AOYM4KG","2023-08-11 21:30:30.000",666,"asleep"
"AOYM4KG","2023-08-11 23:21:30.000",12,"restless"
"AOYM4KG","2023-08-11 23:23:30.000",12,"asleep"
"AOYM4KG","2023-08-11 23:25:30.000",6,"restless"
"AOYM4KG","2023-08-11 23:26:30.000",408,"asleep"
"AOYM4KG","2023-08-12 00:34:30.000",6,"restless"
"AOYM4KG","2023-08-12 00:35:30.000",6,"asleep"
"AOYM4KG","2023-08-12 00:36:30.000",12,"restless"
"AOYM4KG","2023-08-12 00:38:30.000",6,"awake"
"AOYM4KG","2023-08-12 00:39:30.000",12,"restless"
"AOYM4KG","2023-08-12 00:41:30.000",6,"awake"
"AOYM4KG","2023-08-12 00:42:30.000",6,"restless"
"AOYM4KG","2023-08-12 00:43:30.000",90,"asleep"
"AOYM4KG","2023-08-12 00:58:30.000",12,"restless"
"AOYM4KG","2023-08-12 01:00:30.000",96,"asleep"
"AOYM4KG","2023-08-12 01:16:30.000",6,"restless"
"AOYM4KG","2023-08-12 01:17:30.000",18,"asleep"
"AOYM4KG","2023-08-12 01:20:30.000",6,"restless"
"AOYM4KG","2023-08-12 01:21:30.000",60,"asleep"
"AOYM4KG","2023-08-12 01:31:30.000",6,"restless"
"AOYM4KG","2023-08-12 01:32:30.000",102,"asleep"
"AOYM4KG","2023-08-12 01:49:30.000",12,"restless"
"AOYM4KG","2023-08-12 01:51:30.000",12,"asleep"
"AOYM4KG","2023-08-12 01:53:30.000",6,"restless"
"AOYM4KG","2023-08-12 01:54:30.000",18,"asleep"
"AOYM4KG","2023-08-12 01:57:30.000",6,"restless"
"AOYM4KG","2023-08-12 01:58:30.000",6,"asleep"
"AOYM4KG","2023-08-12 01:59:30.000",6,"restless"
"AOYM4KG","2023-08-12 02:00:30.000",6,"asleep"
"AOYM4KG","2023-08-12 02:01:30.000",6,"restless"
"AOYM4KG","2023-08-12 02:02:30.000",6,"asleep"
"AOYM4KG","2023-08-12 02:03:30.000",6,"restless"
"AOYM4KG","2023-08-12 02:04:30.000",24,"asleep"
"AOYM4KG","2023-08-12 02:08:30.000",12,"restless"
"AOYM4KG","2023-08-12 02:10:30.000",12,"asleep"
"AOYM4KG","2023-08-12 02:12:30.000",6,"restless"
"AOYM4KG","2023-08-12 02:13:30.000",264,"asleep"
"AOYM4KG","2023-08-12 02:57:30.000",6,"restless"
"AOYM4KG","2023-08-12 02:58:30.000",18,"asleep"
"AOYM4KG","2023-08-12 03:01:30.000",6,"restless"
"AOYM4KG","2023-08-12 03:02:30.000",204,"asleep"
"AOYM4KG","2023-08-12 03:36:30.000",6,"restless"
"AOYM4KG","2023-08-12 03:37:30.000",258,"asleep"
"AOYM4KG","2023-08-12 20:13:30.000",12,"awake"
"AOYM4KG","2023-08-12 20:15:30.000",6,"restless"
"AOYM4KG","2023-08-12 20:16:30.000",354,"asleep"
"AOYM4KG","2023-08-12 21:15:30.000",6,"restless"
"AOYM4KG","2023-08-12 21:16:30.000",114,"asleep"
"AOYM4KG","2023-08-12 21:35:30.000",36,"restless"
"AOYM4KG","2023-08-12 21:41:30.000",6,"asleep"
"AOYM4KG","2023-08-12 21:42:30.000",6,"restless"
"AOYM4KG","2023-08-12 21:43:30.000",36,"asleep"
"AOYM4KG","2023-08-12 21:49:30.000",24,"restless"
"AOYM4KG","2023-08-12 21:53:30.000",12,"awake"
"AOYM4KG","2023-08-12 21:55:30.000",18,"restless"
"AOYM4KG","2023-08-12 21:58:30.000",12,"asleep"
"AOYM4KG","2023-08-12 22:00:30.000",12,"restless"
"AOYM4KG","2023-08-12 22:02:30.000",6,"asleep"
"AOYM4KG","2023-08-12 22:03:30.000",42,"restless"
"AOYM4KG","2023-08-12 22:10:30.000",72,"asleep"
"AOYM4KG","2023-08-12 22:22:30.000",18,"restless"
"AOYM4KG","2023-08-12 22:25:30.000",60,"asleep"
"AOYM4KG","2023-08-12 22:35:30.000",6,"restless"
"AOYM4KG","2023-08-12 22:36:30.000",72,"asleep"
"AOYM4KG","2023-08-12 22:48:30.000",6,"restless"
"AOYM4KG","2023-08-12 22:49:30.000",984,"asleep"
"AOYM4KG","2023-08-13 01:33:30.000",12,"restless"
"AOYM4KG","2023-08-13 01:35:30.000",12,"asleep"
"AOYM4KG","2023-08-13 01:37:30.000",6,"restless"
"AOYM4KG","2023-08-13 01:38:30.000",6,"asleep"
"AOYM4KG","2023-08-13 01:39:30.000",12,"restless"
"AOYM4KG","2023-08-13 01:41:30.000",6,"awake"
"AOYM4KG","2023-08-13 01:42:30.000",6,"restless"
"AOYM4KG","2023-08-13 01:43:30.000",6,"awake"
"AOYM4KG","2023-08-13 01:44:30.000",6,"restless"
"AOYM4KG","2023-08-13 01:45:30.000",240,"asleep"
"AOYM4KG","2023-08-13 02:25:30.000",12,"restless"
"AOYM4KG","2023-08-13 02:27:30.000",12,"asleep"
"AOYM4KG","2023-08-13 02:29:30.000",12,"restless"
"AOYM4KG","2023-08-13 02:31:30.000",492,"asleep"
"AOYM4KG","2023-08-13 19:40:00.000",12,"awake"
"AOYM4KG","2023-08-13 19:42:00.000",6,"restless"
"AOYM4KG","2023-08-13 19:43:00.000",144,"asleep"
"AOYM4KG","2023-08-13 20:07:00.000",6,"restless"
"AOYM4KG","2023-08-13 20:08:00.000",690,"asleep"
"AOYM4KG","2023-08-13 22:03:00.000",36,"restless"
"AOYM4KG","2023-08-13 22:09:00.000",6,"awake"
"AOYM4KG","2023-08-13 22:10:00.000",12,"restless"
"AOYM4KG","2023-08-13 22:12:00.000",6,"awake"
"AOYM4KG","2023-08-13 22:13:00.000",588,"asleep"
"AOYM4KG","2023-08-13 23:51:00.000",18,"restless"
"AOYM4KG","2023-08-13 23:54:00.000",30,"asleep"
"AOYM4KG","2023-08-13 23:59:00.000",6,"restless"
"AOYM4KG","2023-08-14 00:00:00.000",6,"asleep"
"AOYM4KG","2023-08-14 00:01:00.000",12,"restless"
"AOYM4KG","2023-08-14 00:03:00.000",6,"awake"
"AOYM4KG","2023-08-14 00:04:00.000",6,"restless"
"AOYM4KG","2023-08-14 00:05:00.000",6,"awake"
"AOYM4KG","2023-08-14 00:06:00.000",6,"restless"
"AOYM4KG","2023-08-14 00:07:00.000",102,"asleep"
"AOYM4KG","2023-08-14 00:24:00.000",12,"restless"
"AOYM4KG","2023-08-14 00:26:00.000",162,"asleep"
"AOYM4KG","2023-08-14 00:53:00.000",18,"restless"
"AOYM4KG","2023-08-14 00:56:00.000",42,"asleep"
"AOYM4KG","2023-08-14 01:03:00.000",6,"restless"
"AOYM4KG","2023-08-14 01:04:00.000",18,"asleep"
"AOYM4KG","2023-08-14 01:07:00.000",6,"restless"
"AOYM4KG","2023-08-14 01:08:00.000",18,"asleep"
"AOYM4KG","2023-08-14 01:11:00.000",6,"restless"
"AOYM4KG","2023-08-14 01:12:00.000",18,"asleep"
"AOYM4KG","2023-08-14 01:15:00.000",6,"restless"
"AOYM4KG","2023-08-14 01:16:00.000",582,"asleep"
"AOYM4KG","2023-08-14 02:53:00.000",18,"restless"
"AOYM4KG","2023-08-14 02:56:00.000",18,"awake"
"AOYM4KG","2023-08-14 02:59:00.000",6,"restless"
"AOYM4KG","2023-08-14 03:00:00.000",330,"asleep"
"AOYM4KG","2023-08-14 20:18:00.000",12,"awake"
"AOYM4KG","2023-08-14 20:20:00.000",6,"restless"
"AOYM4KG","2023-08-14 20:21:00.000",504,"asleep"
"AOYM4KG","2023-08-14 21:45:00.000",12,"restless"
"AOYM4KG","2023-08-14 21:47:00.000",6,"asleep"
"AOYM4KG","2023-08-14 21:48:00.000",30,"restless"
"AOYM4KG","2023-08-14 21:53:00.000",12,"awake"
"AOYM4KG","2023-08-14 21:55:00.000",318,"asleep"
"AOYM4KG","2023-08-14 22:48:00.000",6,"restless"
"AOYM4KG","2023-08-14 22:49:00.000",222,"asleep"
"AOYM4KG","2023-08-14 23:26:00.000",6,"restless"
"AOYM4KG","2023-08-14 23:27:00.000",6,"asleep"
"AOYM4KG","2023-08-14 23:28:00.000",12,"restless"
"AOYM4KG","2023-08-14 23:30:00.000",6,"awake"
"AOYM4KG","2023-08-14 23:31:00.000",6,"restless"
"AOYM4KG","2023-08-14 23:32:00.000",6,"awake"
"AOYM4KG","2023-08-14 23:33:00.000",60,"asleep"
"AOYM4KG","2023-08-14 23:43:00.000",18,"restless"
"AOYM4KG","2023-08-14 23:46:00.000",6,"asleep"
"AOYM4KG","2023-08-14 23:47:00.000",6,"restless"
"AOYM4KG","2023-08-14 23:48:00.000",102,"asleep"
"AOYM4KG","2023-08-15 00:05:00.000",18,"restless"
"AOYM4KG","2023-08-15 00:08:00.000",6,"asleep"
"AOYM4KG","2023-08-15 00:09:00.000",18,"restless"
"AOYM4KG","2023-08-15 00:12:00.000",96,"asleep"
"AOYM4KG","2023-08-15 00:28:00.000",6,"restless"
"AOYM4KG","2023-08-15 00:29:00.000",18,"asleep"
"AOYM4KG","2023-08-15 00:32:00.000",6,"restless"
"AOYM4KG","2023-08-15 00:33:00.000",84,"asleep"
"AOYM4KG","2023-08-15 00:47:00.000",6,"restless"
"AOYM4KG","2023-08-15 00:48:00.000",6,"asleep"
"AOYM4KG","2023-08-15 00:49:00.000",30,"restless"
"AOYM4KG","2023-08-15 00:54:00.000",54,"asleep"
"AOYM4KG","2023-08-15 01:03:00.000",6,"restless"
"AOYM4KG","2023-08-15 01:04:00.000",264,"asleep"
"AOYM4KG","2023-08-15 01:48:00.000",6,"restless"
"AOYM4KG","2023-08-15 01:49:00.000",18,"asleep"
"AOYM4KG","2023-08-15 01:52:00.000",6,"restless"
"AOYM4KG","2023-08-15 01:53:00.000",360,"asleep"
"AOYM4KG","2023-08-15 02:53:00.000",24,"restless"
"AOYM4KG","2023-08-15 02:57:00.000",288,"asleep"
"AOYM4KG","2023-08-15 20:10:00.000",18,"awake"
"AOYM4KG","2023-08-15 20:13:00.000",6,"restless"
"AOYM4KG","2023-08-15 20:14:00.000",522,"asleep"
"AOYM4KG","2023-08-15 21:41:00.000",6,"restless"
"AOYM4KG","2023-08-15 21:42:00.000",306,"asleep"
"AOYM4KG","2023-08-15 22:33:00.000",6,"restless"
"AOYM4KG","2023-08-15 22:34:00.000",378,"asleep"
"AOYM4KG","2023-08-15 23:37:00.000",30,"restless"
"AOYM4KG","2023-08-15 23:42:00.000",18,"awake"
"AOYM4KG","2023-08-15 23:45:00.000",114,"asleep"
"AOYM4KG","2023-08-16 00:04:00.000",6,"restless"
"AOYM4KG","2023-08-16 00:05:00.000",270,"asleep"
"AOYM4KG","2023-08-16 00:50:00.000",6,"restless"
"AOYM4KG","2023-08-16 00:51:00.000",54,"asleep"
"AOYM4KG","2023-08-16 01:00:00.000",12,"restless"
"AOYM4KG","2023-08-16 01:02:00.000",12,"asleep"
"AOYM4KG","2023-08-16 01:04:00.000",12,"restless"
"AOYM4KG","2023-08-16 01:06:00.000",288,"asleep"
"AOYM4KG","2023-08-16 01:54:00.000",6,"restless"
"AOYM4KG","2023-08-16 01:55:00.000",30,"asleep"
"AOYM4KG","2023-08-16 02:00:00.000",6,"restless"
"AOYM4KG","2023-08-16 02:01:00.000",294,"asleep"
"AOYM4KG","2023-08-16 02:50:00.000",6,"restless"
"AOYM4KG","2023-08-16 02:51:00.000",6,"asleep"
"AOYM4KG","2023-08-16 02:52:00.000",12,"restless"
"AOYM4KG","2023-08-16 02:54:00.000",6,"awake"
"AOYM4KG","2023-08-16 02:55:00.000",6,"restless"
"AOYM4KG","2023-08-16 02:56:00.000",6,"awake"
"AOYM4KG","2023-08-16 02:57:00.000",6,"restless"
"AOYM4KG","2023-08-16 02:58:00.000",198,"asleep"
"AOYM4KG","2023-08-16 03:31:00.000",12,"restless"
"AOYM4KG","2023-08-16 03:33:00.000",156,"asleep"
"AOYM4KG","2023-08-16 03:59:00.000",6,"restless"
"AOYM4KG","2023-08-16 11:52:30.000",6,"restless"
"AOYM4KG","2023-08-16 11:53:30.000",510,"asleep"
"AOYM4KG","2023-08-16 13:18:30.000",12,"restless"
"AOYM4KG","2023-08-16 13:20:30.000",6,"asleep"
"AOYM4KG","2023-08-16 13:21:30.000",6,"restless"
"AOYM4KG","2023-08-16 20:57:00.000",12,"awake"
"AOYM4KG","2023-08-16 20:59:00.000",6,"restless"
"AOYM4KG","2023-08-16 21:00:00.000",858,"asleep"
"AOYM4KG","2023-08-16 23:23:00.000",6,"restless"
"AOYM4KG","2023-08-16 23:24:00.000",6,"asleep"
"AOYM4KG","2023-08-16 23:25:00.000",12,"restless"
"AOYM4KG","2023-08-16 23:27:00.000",6,"awake"
"AOYM4KG","2023-08-16 23:28:00.000",6,"restless"
"AOYM4KG","2023-08-16 23:29:00.000",6,"awake"
"AOYM4KG","2023-08-16 23:30:00.000",6,"restless"
"AOYM4KG","2023-08-16 23:31:00.000",624,"asleep"
"AOYM4KG","2023-08-17 01:15:00.000",6,"restless"
"AOYM4KG","2023-08-17 01:16:00.000",192,"asleep"
"AOYM4KG","2023-08-17 01:48:00.000",24,"restless"
"AOYM4KG","2023-08-17 01:52:00.000",24,"awake"
"AOYM4KG","2023-08-17 01:56:00.000",192,"asleep"
"AOYM4KG","2023-08-17 02:28:00.000",6,"restless"
"AOYM4KG","2023-08-17 02:29:00.000",276,"asleep"
"AOYM4KG","2023-08-17 03:15:00.000",6,"restless"
"AOYM4KG","2023-08-17 03:16:00.000",18,"asleep"
"AOYM4KG","2023-08-17 03:19:00.000",6,"restless"
"AOYM4KG","2023-08-17 03:20:00.000",216,"asleep"
"AOYM4KG","2023-08-17 19:37:30.000",42,"asleep"
"AOYM4KG","2023-08-17 19:44:30.000",6,"restless"
"AOYM4KG","2023-08-17 19:45:30.000",6,"asleep"
"AOYM4KG","2023-08-17 19:46:30.000",24,"restless"
"AOYM4KG","2023-08-17 19:50:30.000",306,"asleep"
"AOYM4KG","2023-08-17 20:41:30.000",6,"restless"
"AOYM4KG","2023-08-17 20:42:30.000",624,"asleep"
"AOYM4KG","2023-08-17 22:26:30.000",24,"restless"
"AOYM4KG","2023-08-17 22:30:30.000",18,"awake"
"AOYM4KG","2023-08-17 22:33:30.000",150,"asleep"
"AOYM4KG","2023-08-17 22:58:30.000",6,"restless"
"AOYM4KG","2023-08-17 22:59:30.000",6,"asleep"
"AOYM4KG","2023-08-17 23:00:30.000",12,"restless"
"AOYM4KG","2023-08-17 23:02:30.000",12,"asleep"
"AOYM4KG","2023-08-17 23:04:30.000",12,"restless"
"AOYM4KG","2023-08-17 23:06:30.000",540,"asleep"
"AOYM4KG","2023-08-18 00:36:30.000",6,"restless"
"AOYM4KG","2023-08-18 00:37:30.000",906,"asleep"
"AOYM4KG","2023-08-18 03:08:30.000",18,"restless"
"AOYM4KG","2023-08-18 03:11:30.000",6,"asleep"
"AOYM4KG","2023-08-18 03:12:30.000",6,"restless"
"AOYM4KG","2023-08-18 03:13:30.000",180,"asleep"
"AOYM4KG","2023-08-18 20:14:30.000",24,"restless"
"AOYM4KG","2023-08-18 20:18:30.000",210,"asleep"
"AOYM4KG","2023-08-18 20:53:30.000",6,"restless"
"AOYM4KG","2023-08-18 20:54:30.000",420,"asleep"
"AOYM4KG","2023-08-18 22:04:30.000",6,"restless"
"AOYM4KG","2023-08-18 22:05:30.000",246,"asleep"
"AOYM4KG","2023-08-18 22:46:30.000",30,"restless"
"AOYM4KG","2023-08-18 22:51:30.000",6,"awake"
"AOYM4KG","2023-08-18 22:52:30.000",12,"restless"
"AOYM4KG","2023-08-18 22:54:30.000",36,"asleep"
"AOYM4KG","2023-08-18 23:00:30.000",6,"restless"
"AOYM4KG","2023-08-18 23:01:30.000",270,"asleep"
"AOYM4KG","2023-08-18 23:46:30.000",36,"restless"
"AOYM4KG","2023-08-18 23:52:30.000",12,"asleep"
"AOYM4KG","2023-08-18 23:54:30.000",6,"restless"
"AOYM4KG","2023-08-18 23:55:30.000",120,"asleep"
"AOYM4KG","2023-08-19 00:15:30.000",6,"restless"
"AOYM4KG","2023-08-19 00:16:30.000",18,"asleep"
"AOYM4KG","2023-08-19 00:19:30.000",6,"restless"
"AOYM4KG","2023-08-19 00:20:30.000",24,"asleep"
"AOYM4KG","2023-08-19 00:24:30.000",24,"restless"
"AOYM4KG","2023-08-19 00:28:30.000",18,"awake"
"AOYM4KG","2023-08-19 00:31:30.000",12,"asleep"
"AOYM4KG","2023-08-19 00:33:30.000",24,"restless"
"AOYM4KG","2023-08-19 00:37:30.000",12,"awake"
"AOYM4KG","2023-08-19 00:39:30.000",12,"restless"
"AOYM4KG","2023-08-19 00:41:30.000",150,"asleep"
"AOYM4KG","2023-08-19 01:06:30.000",6,"restless"
"AOYM4KG","2023-08-19 01:07:30.000",18,"asleep"
"AOYM4KG","2023-08-19 01:10:30.000",6,"restless"
"AOYM4KG","2023-08-19 01:11:30.000",150,"asleep"
"AOYM4KG","2023-08-19 01:36:30.000",6,"restless"
"AOYM4KG","2023-08-19 01:37:30.000",300,"asleep"
"AOYM4KG","2023-08-19 02:27:30.000",6,"restless"
"AOYM4KG","2023-08-19 02:28:30.000",18,"asleep"
"AOYM4KG","2023-08-19 02:31:30.000",6,"restless"
"AOYM4KG","2023-08-19 02:32:30.000",342,"asleep"
"AOYM4KG","2023-08-19 03:29:30.000",12,"restless"
"AOYM4KG","2023-08-19 03:31:30.000",12,"asleep"
"AOYM4KG","2023-08-19 03:33:30.000",6,"restless"
"AOYM4KG","2023-08-19 03:34:30.000",114,"asleep"
"AOYM4KG","2023-08-19 05:22:00.000",12,"asleep"
"AOYM4KG","2023-08-19 05:24:00.000",18,"restless"
"AOYM4KG","2023-08-19 05:27:00.000",30,"asleep"
"AOYM4KG","2023-08-19 05:32:00.000",24,"restless"
"AOYM4KG","2023-08-19 05:36:00.000",12,"asleep"
"AOYM4KG","2023-08-19 05:38:00.000",12,"restless"
"AOYM4KG","2023-08-19 05:40:00.000",42,"asleep"
"AOYM4KG","2023-08-19 05:47:00.000",6,"restless"
"AOYM4KG","2023-08-19 05:48:00.000",42,"asleep"
"AOYM4KG","2023-08-19 05:55:00.000",6,"restless"
"AOYM4KG","2023-08-19 05:56:00.000",18,"asleep"
"AOYM4KG","2023-08-19 05:59:00.000",6,"restless"
"AOYM4KG","2023-08-19 06:00:00.000",174,"asleep"
"AOYM4KG","2023-08-19 06:29:00.000",6,"restless"
"AOYM4KG","2023-08-19 06:30:00.000",90,"asleep"
"AOYM4KG","2023-08-19 06:45:00.000",12,"restless"
"AOYM4KG","2023-08-19 06:47:00.000",12,"asleep"
"AOYM4KG","2023-08-19 06:49:00.000",12,"restless"
"AOYM4KG","2023-08-19 06:51:00.000",12,"asleep"
"AOYM4KG","2023-08-19 21:19:30.000",78,"asleep"
"AOYM4KG","2023-08-19 21:32:30.000",6,"restless"
"AOYM4KG","2023-08-19 21:33:30.000",18,"asleep"
"AOYM4KG","2023-08-19 21:36:30.000",6,"restless"
"AOYM4KG","2023-08-19 21:37:30.000",1146,"asleep"
"AOYM4KG","2023-08-20 00:48:30.000",6,"restless"
"AOYM4KG","2023-08-20 00:49:30.000",6,"asleep"
"AOYM4KG","2023-08-20 00:50:30.000",6,"restless"
"AOYM4KG","2023-08-20 00:51:30.000",12,"awake"
"AOYM4KG","2023-08-20 00:53:30.000",6,"restless"
"AOYM4KG","2023-08-20 00:54:30.000",6,"awake"
"AOYM4KG","2023-08-20 00:55:30.000",6,"restless"
"AOYM4KG","2023-08-20 00:56:30.000",138,"asleep"
"AOYM4KG","2023-08-20 01:19:30.000",6,"restless"
"AOYM4KG","2023-08-20 01:20:30.000",246,"asleep"
"AOYM4KG","2023-08-20 02:01:30.000",6,"restless"
"AOYM4KG","2023-08-20 02:02:30.000",222,"asleep"
"AOYM4KG","2023-08-20 02:39:30.000",6,"restless"
"AOYM4KG","2023-08-20 02:40:30.000",390,"asleep"
"AOYM4KG","2023-08-20 03:45:30.000",6,"restless"
"AOYM4KG","2023-08-20 03:46:30.000",18,"asleep"
"AOYM4KG","2023-08-20 03:49:30.000",6,"restless"
"AOYM4KG","2023-08-20 03:50:30.000",18,"asleep"
"AOYM4KG","2023-08-20 04:55:00.000",18,"asleep"
"AOYM4KG","2023-08-20 04:58:00.000",12,"restless"
"AOYM4KG","2023-08-20 05:00:00.000",30,"awake"
"AOYM4KG","2023-08-20 05:05:00.000",6,"restless"
"AOYM4KG","2023-08-20 05:06:00.000",90,"asleep"
"AOYM4KG","2023-08-20 05:21:00.000",48,"restless"
"AOYM4KG","2023-08-20 05:29:00.000",6,"asleep"
"AOYM4KG","2023-08-20 05:30:00.000",6,"restless"
"AOYM4KG","2023-08-20 05:31:00.000",192,"asleep"
"AOYM4KG","2023-08-20 06:03:00.000",6,"restless"
"AOYM4KG","2023-08-20 06:04:00.000",54,"asleep"
"AOYM4KG","2023-08-20 06:13:00.000",6,"restless"
"AOYM4KG","2023-08-20 06:14:00.000",312,"asleep"
"AOYM4KG","2023-08-20 07:06:00.000",24,"restless"
"AOYM4KG","2023-08-20 07:10:00.000",12,"asleep"
"AOYM4KG","2023-08-20 07:12:00.000",6,"restless"
"AOYM4KG","2023-08-20 20:39:00.000",30,"awake"
"AOYM4KG","2023-08-20 20:44:00.000",6,"restless"
"AOYM4KG","2023-08-20 20:45:00.000",42,"asleep"
"AOYM4KG","2023-08-20 20:52:00.000",6,"restless"
"AOYM4KG","2023-08-20 20:53:00.000",6,"asleep"
"AOYM4KG","2023-08-20 20:54:00.000",6,"restless"
"AOYM4KG","2023-08-20 20:55:00.000",6,"asleep"
"AOYM4KG","2023-08-20 20:56:00.000",6,"restless"
"AOYM4KG","2023-08-20 20:57:00.000",186,"asleep"
"AOYM4KG","2023-08-20 21:28:00.000",6,"restless"
"AOYM4KG","2023-08-20 21:29:00.000",168,"asleep"
"AOYM4KG","2023-08-20 21:57:00.000",6,"restless"
"AOYM4KG","2023-08-20 21:58:00.000",12,"asleep"
"AOYM4KG","2023-08-20 22:00:00.000",12,"restless"
"AOYM4KG","2023-08-20 22:02:00.000",402,"asleep"
"AOYM4KG","2023-08-20 23:09:00.000",12,"restless"
"AOYM4KG","2023-08-20 23:11:00.000",6,"asleep"
"AOYM4KG","2023-08-20 23:12:00.000",12,"restless"
"AOYM4KG","2023-08-20 23:14:00.000",6,"awake"
"AOYM4KG","2023-08-20 23:15:00.000",6,"restless"
"AOYM4KG","2023-08-20 23:16:00.000",6,"awake"
"AOYM4KG","2023-08-20 23:17:00.000",384,"asleep"
"AOYM4KG","2023-08-21 00:21:00.000",24,"restless"
"AOYM4KG","2023-08-21 00:25:00.000",6,"awake"
"AOYM4KG","2023-08-21 00:26:00.000",30,"restless"
"AOYM4KG","2023-08-21 00:31:00.000",6,"awake"
"AOYM4KG","2023-08-21 00:32:00.000",6,"restless"
"AOYM4KG","2023-08-21 00:33:00.000",210,"asleep"
"AOYM4KG","2023-08-21 01:08:00.000",6,"restless"
"AOYM4KG","2023-08-21 01:09:00.000",372,"asleep"
"AOYM4KG","2023-08-21 02:11:00.000",12,"restless"
"AOYM4KG","2023-08-21 02:13:00.000",6,"asleep"
"AOYM4KG","2023-08-21 02:14:00.000",12,"restless"
"AOYM4KG","2023-08-21 02:16:00.000",6,"awake"
"AOYM4KG","2023-08-21 02:17:00.000",6,"restless"
"AOYM4KG","2023-08-21 02:18:00.000",6,"awake"
"AOYM4KG","2023-08-21 02:19:00.000",6,"restless"
"AOYM4KG","2023-08-21 02:20:00.000",102,"asleep"
"AOYM4KG","2023-08-21 02:37:00.000",6,"restless"
"AOYM4KG","2023-08-21 02:38:00.000",6,"asleep"
"AOYM4KG","2023-08-21 02:39:00.000",18,"restless"
"AOYM4KG","2023-08-21 02:42:00.000",6,"asleep"
"AOYM4KG","2023-08-21 02:43:00.000",18,"restless"
"AOYM4KG","2023-08-21 02:46:00.000",162,"asleep"
"AOYM4KG","2023-08-21 03:13:00.000",30,"restless"
"AOYM4KG","2023-08-21 03:18:00.000",6,"asleep"
"AOYM4KG","2023-08-21 03:19:00.000",6,"restless"
"AOYM4KG","2023-08-21 03:20:00.000",6,"asleep"
"AOYM4KG","2023-08-21 03:21:00.000",6,"restless"
"AOYM4KG","2023-08-21 03:22:00.000",30,"asleep"
"AOYM4KG","2023-08-21 03:27:00.000",6,"restless"
"AOYM4KG","2023-08-21 03:28:00.000",66,"asleep"
"AOYM4KG","2023-08-21 03:39:00.000",6,"restless"
"AOYM4KG","2023-08-21 03:40:00.000",60,"asleep"
"AOYM4KG","2023-08-21 04:55:00.000",42,"restless"
"AOYM4KG","2023-08-21 05:02:00.000",18,"asleep"
"AOYM4KG","2023-08-21 05:05:00.000",6,"restless"
"AOYM4KG","2023-08-21 05:06:00.000",318,"asleep"
"AOYM4KG","2023-08-21 05:59:00.000",6,"restless"
"AOYM4KG","2023-08-21 06:00:00.000",6,"asleep"
"AOYM4KG","2023-08-21 06:01:00.000",12,"restless"
"AOYM4KG","2023-08-21 06:03:00.000",12,"asleep"
"AOYM4KG","2023-08-21 06:05:00.000",12,"restless"
"AOYM4KG","2023-08-21 06:07:00.000",6,"asleep"
"AOYM4KG","2023-08-21 20:24:30.000",6,"restless"
"AOYM4KG","2023-08-21 20:25:30.000",264,"asleep"
"AOYM4KG","2023-08-21 21:09:30.000",6,"restless"
"AOYM4KG","2023-08-21 21:10:30.000",12,"asleep"
"AOYM4KG","2023-08-21 21:12:30.000",12,"restless"
"AOYM4KG","2023-08-21 21:14:30.000",126,"asleep"
"AOYM4KG","2023-08-21 21:35:30.000",12,"restless"
"AOYM4KG","2023-08-21 21:37:30.000",18,"asleep"
"AOYM4KG","2023-08-21 21:40:30.000",6,"restless"
"AOYM4KG","2023-08-21 21:41:30.000",120,"asleep"
"AOYM4KG","2023-08-21 22:01:30.000",6,"restless"
"AOYM4KG","2023-08-21 22:02:30.000",6,"asleep"
